,name,position,party,funding,image,Website,Donations,Facebook,Twitter,LinkedIn,YouTube,Biography,Statement
114,Damien Kennedy,State Representative - District 21,Republican,Traditional Funding,View Info,,,,,,,,"My wife and I moved from Missouri over 16 years ago. I have a son and a daughter who have all just recently moved out on their own. I have worked as a photographer and a graphic designer with a splash of insurance mixed in. I took on the role of compliance manager within the agricultural field because they needed knowledgeable and strong analytical skills to keep the public safe from a growing industry.Working in the medical cannabis industry let me to work with legislators and regulators across many boards to craft rules for testing and safety spread over many divisions. Working a number of issues to keep public safety and community standards as number one with local supervisors and school program coordinators to maintain public trust, knowledge and zoning guidelines.I am blue collar through and through, from my grandfathers butcher and farmer roots to my father's union electrician career, I learned what it meant to work hard and complete the work you are asked to do. As your next representative I will bring these work ethics with me as your voice in Phoenix, being that strong, loud, voice Southern Arizona needs. Thank you for your support."
115,Deborah McEwen,State Representative - District 21,Republican,Traditional Funding,View Info,https://www.ever-stalwart.com,,https://www.facebook.com/profile.php?id=100080629552811,,,,My husband and I have lived in the district for 5 years. We moved here to retire but started assisting friends with county and legal issues which they were having trouble navigating. As we educate and activate our community we have seen them become emboldened and energized with their new-found knowledge of their rights and freedoms.,"For many years I have worked for Criminal Investigation Divisions. Quality assurance and accountability are the most important aspects of that job. It is with this level of importance and seriousness that I take these attributes with me to the legislature. Having followed the constitution and the rule of law throughout my career, it is only natural that I should continue on that path. I appreciate my small town upbringing with family and moral values. Being active in church and community organizations taught me the importance of serving others. As a past Grassroots Coordinator to a national organization I know that I can work across the aisle with all legislative team members. I've hunted with my father and range-qualified with my co-workers. I’ve volunteered to do the dirty work no one else wanted and I did it with pride and accountability. My husband and I moved to Rio Rico 5 years ago. We recognized the same small town atmosphere that we grew up with. Through government oversight, transparency and accountability I will represent local district interests with fairness and equality to all citizens. I’m running for office to protect your rights and maintain your family values in Arizona."
116,Stephanie Stahl Hamilton,State Representative - District 21,Democratic,Traditional Funding,View Info,https://stahlhamiltonforaz.com,,,,,,,"In our lifetime, never has our state and nation's future depended on the outcome of an electionMy name is Stephanie Stahl Hamilton, and I am running for the Arizona House of Representatives in District 21. I serve in the State Senate after being appointed to fill a vacancy. In 2020, I was first elected to the State House to serve in District 10.Serving the public is my calling and vocation. As the wife of a public middle school teacher and mom of three children, education has always been a top priority. I spent my personal and professional life advocating for the needs of children in my community. Through it all, I saw how the legislature has failed Arizona families, especially our most vulnerable populations. I know how to help constituents access the services they need and overcome the challenges they face. With an eye to the future, I am committed to putting in place policies that create opportunities for Arizona children and families and safeguarding resources so that generations beyond will have what they need to succeed.I can promise you that I will serve with justice, compassion, and common sense. "
117,Diego Espinoza,State Senator - District 22,Democratic,Traditional Funding,View Info,,,,,,,,"I proudly serve Arizona in the House of Representatives in the new LD22.  My journey as a union member to a small business owner has led me to public service.  Began as a city council member and served as the Vice Mayor of the City of Tolleson. My dedication to community commerce, public health and safety, teacher advocacy and public education funding is mirrored by my solid voting record.I have had the opportunity to serve on many commissions and boards as a Representative of Arizona such as the National Association of Latino Elected and Appointed Officials (NALEO), Commerce Committee (Ranking Member), Native American Caucus, United States Green Building Council and Military, Veterans and Regulatory Affairs Committee. Serving as a Teen Youth Council Mentor and see the youth strive to become leaders and generate life skills is a passion fulfilled.As a lifelong west valley resident and small business owner, I understand the concerns and opportunities that our community shares.  It has and will continue to be my commitment to serve LD22 and fight for a safe and vibrant Arizona."
118,Leezah Sun,State Representative - District 22,Democratic,Participating,View Info,https://www.sun4az.com,,https://www.facebook.com/Sun4AZ/,https://twitter.com/sun4az,,https://www.youtube.com/watch?v=6HkCsVi3kZQ&t=2369s,,"Leezah is dedicated to improving LD22 for everyone, especially working families. She’s a known and experienced community leader who’s been featured in AZ Central and other outlets for her organizing and leadership efforts. She values people over dark money and corporations. Her agenda demands better quality jobs, higher wages, better working conditions, more robust healthcare, and better funded public education in our district. Leezah is dedicated to fighting for these issues, and has a proven track record of championing unions and working families. She believes in improving education funding for both our students and teachers so that we can provide a brighter future for Arizona. She wants to end predatory HOA practices and unfair zoning standards which create inhospitable living conditions for our most vulnerable populations. Above all, she believes in putting people first. Leezah believes special interest groups are making a mockery of our Constitution. She’s the only candidate in this race who has signed a pledge to run as a Citizens Clean Election candidate for the second time. This means that she has vowed never to take special interest or big donor dollars for her campaign. Join her with your vote, and let’s put people back in politics."
119,Lupe Chavira Contreras,State Representative - District 22,Democratic,Traditional Funding,View Info,,,,,,,,
120,Brian Fernandez,State Senator - District 23,Democratic,Traditional Funding,View Info,www.briansfernandez.com,www.briansfernandez.com/donate,https://www.facebook.com/Brian-S-Fernandez-100670585963946,https://twitter.com/BrianSFernandez,https://www.linkedin.com/in/briansfernandez/,," Born and raised in Yuma, Brian Fernandez understands the unique needs of the district. He is a proven leader who founded a software company and has spent his career creating realistic solutions for complex problems. In November 2021, he was appointed to the Arizona House of Representatives seat vacated by his mother, Charlene Fernandez.   Brian proudly completed his primary education and college in Arizona’s public schools. ","Brian Fernandez was born and raised in Yuma. He is a proven leader who founded a software company and spent his career creating realistic solutions for complex problems. In November 2021, he was appointed to the Arizona House of Representatives seat vacated by his mother, Charlene Fernandez. Brian attended Arizona’s public schools and graduated from Arizona State University. He believes that a strong public education, along with public/private partnerships in job training, are the keys to success. He helped negotiate a 1 billion dollar increase for public education as well as over 5 million dollars for Northern Arizona University to bring several undergrad degrees to southwestern Arizona. As a member of the Transportation Committee, Brian obtained millions of dollars to expand Jack Rabbit Trail in the West Valley, the I-10 in both the West and East valley, and Cesar Chavez Boulevard in San Luis.  Brian helped negotiate over 1 billion dollars to secure water sources, create a plant mitigation program along the Gila River, and protect our agricultural lands. Brian is committed to serving the people of Legislative District 23 and humbly asks for your vote this November."
121,Gary Garcia Snyder,State Senator - District 23,Republican,Traditional Funding,View Info,www.snyder4arizona.com,https://secure.winred.com/gary-garcia-snyder-4-az-senate/donate-today,https://www.facebook.com/garygarciasnyder4azstatesenate,https://twitter.com/Gary4AZSenate?t=32UBGSbHdp0AkdchXbdXzw&s=09,https://poplme.co/FD0Y3bik/share,https://youtube.com/channel/UC-hyoEZ7XRgXuG8-oJQvh-g,"Gary Garcia Snyder husband father(2) &amp; Newest Mexican American Candidate for State Senate this upcoming Mid-Terms 2022. Unquestionable True Conservative Republican True American pioneer against  Ballot Harvesting as a Precinct Committeeman in his Legislative District fighting corruption , Nepotism , Non-profit bribery and Corrupt Fraudulent elected officials from his communities. GARY exposed a Ring of Ballot Harvesters that have inhibited the communities for 20+ Years and led to indictments !","Brian Fernandez was hand-picked by his mom for this Senate seat, she then lent him $20,000 to campaign. Almost 90% of his donations are from CA, NY, DC, and Chicago, or lobbyists/PACs. He’s endorsed by Planned Parenthood, supports abortion up to the moment of delivery, and wants to defund our police. Brian admits he hasn’t lived in our district for the last 7 years and he came back just to be appointed to his Mom’s seat. Our Senate seat isn’t the property of one family, to pass around and take turns with. The seat belongs to We The People, and WE DESERVE BETTER! I’ve spent my life working in and for our community. I’ve lived in Mexico and am bi-lingual, which helps me to represent our entire district. I’m pro-schools, pro-family, and pro-public safety. We need good jobs, safe neighborhoods, improved infrastructure, lower gas/food prices, mental health programs, and a State Senator who serves the people with integrity. No more radical ideas that hurt our kids, our communities and threatened our way of life. I ask for your vote so I can go and fix what hasn't been done since the Fernandez family took over!"
122,Jesus Lugo Jr.,State Representative - District 23,Democratic,Traditional Funding,View Info,https://www.jesuslugojr4arizona.com,https://secure.actblue.com/donate/jesus-a-lugo-jr-arizona-house-of-representatives-district--1,https://www.facebook.com/profile.php?id=100071476667302,,,,"Hi, my name is Jesus Lugo Jr. I’m running for state representative in District 23. I was born in Yuma, Az and raised in Gadsden, Az. so. I been involved with the Yuma Democratic Party for over 10 years. I live in Gadsden, Arizona and have lived in Gadsden, Az for over 23 years.  I represent the values of this community; the values of unity; the values of hard-working people; and family values.  I have experience in healthcare, mental health, substance abuse, immigration, law and government. ","I decided to run as a state representative is because I represent the values, morals, and work ethic of my community. I will bring leadership to LD23, which will improve the lives of working families, children, the elderly, the sick, and the poor. I will be a leader that will bring our people together and make us stronger. The issues that matter to me are education, mental health,substance abuse and victims of domestic violence.I will also fight to provide more resources for our middle class."
123,Mariana Sandoval,State Representative - District 23,Democratic,Participating,View Info,www.SandovalForAZ.com,,https://www.facebook.com/SandovalForArizona,https://twitter.com/sandovalforaz,,,,"My family moved to Arizona 15 years ago, this is where we chose to raise our family. If you allow me the opportunity to serve you as State Representative, I will work to make Arizona a place where all people feel welcomed and are able to thrive. I’ve had the honor of serving my community through my career, volunteer service, as community organizer, and elected school board member (Agua Fria UHSD). We've had the same party leading Arizona since the Vietnam War; this is simply not working for families today. We’ve got big challenges in Arizona including education, affordable healthcare/housing, need for a living wage, voter suppression and prolonged drought. Our district needs someone with the experience and commitment to tackle these challenges. But nothing will be addressed until we elect new leadership. If elected, I will take on those challenges, beginning with public education funding and educator pay. Arizona needs trusted servant-leaders with values and integrity that reflect our working-class. We need representatives who understand and put the needs of the voters above their own interests. I commit to be that representative for you and your family. I hope to earn your vote, so that together, we can build a better Arizona for all!"
124,Michele Pena,State Representative - District 23,Republican,Traditional Funding,View Info,,,,,,,,
125,Anna Hernandez,State Senator - District 24,Democratic,Traditional Funding,View Info,annahernandezfor24.com,https://bit.ly/donateAH24,https://www.facebook.com/AnnaHernandezFor24,https://twitter.com/ahernandezfor24,,,,"Anna Hernandez is a Democrat running for State Senate in Legislative District 24. She was born and raised in Phoenix, Arizona. While she never wanted to run for office, her family, like many families, has paid the cost of the choices of politicians who put money and ego before people. Because of their choices, AZ ranks 48th in education but 8th in incarceration, quality jobs aren’t in our neighborhoods, housing is unaffordable, and our communities are denied important resources. Anna began advocating for police accountability and reinvestment of the police budget in community resources after her brother was killed by the Phoenix Police Department in 2019. Anna believes that we need to be represented by people that understand the impact of their decisions. She is committed to fighting for fully funded education for children, access to quality jobs, affordable housing for all, resources for mental health and substance use, and freedom from state violence."
126,Analise Ortiz,State Representative - District 24,Democratic,Traditional Funding,View Info,https://www.ortizforaz.com,https://secure.actblue.com/donate/ortizforaz,https://www.facebook.com/AnaliseOrtizforArizona,https://twitter.com/AnaliseOrtiz_AZ,,,"Democrat Analise Ortiz is a civil rights activist, a former journalist, and a born and raised Arizonan running to represent Maryvale and Glendale in Legislative District 24.  She has a record of successfully pushing forward civil rights legislation at the state Capitol. Ortiz has the courage, compassion and experience to deliver bold leadership. She will advocate to invest in public schools, address the high cost of housing, and bring good-paying jobs to our community.","I'm Analise Ortiz and I am honored to be your Democratic nominee for State Representative LD 24. I was born-and-raised in Arizona. My parents are both educators who taught their six kids that our communities are strongest when neighbors give back to each other. I graduated from ASU and became an investigative journalist. As I uncovered injustice in my community, I knew I couldn’t just report on it–I had to work to change it. For years, I’ve served our community through my work at a civil rights organization where I successfully advocated for criminal justice reform legislation to be signed into law and defeated legislation that threatened our right to vote and our right to access reproductive healthcare. In my thousands of conversations with LD 24 voters, I’ve heard that people are demanding bold action to fully-fund our public schools, end unjust rent hikes, and protect civil rights. I’ve spent my career holding powerful politicians accountable and helping my neighbors get answers to problems. As your State Representative, I will answer to you—the people of Maryvale and Glendale. Thank you for trusting me, LD 24. I am ready to get to work."
127,Lydia Hernandez,State Representative - District 24,Democratic,Traditional Funding,View Info,,,,,,,,"Lydia Hernandez is the daughter of migrant farmworkers, born in South Texas. Her resilientpath began at a young age as a migrant coupled with her parents' insistence on the importanceof education are the key components that created Lydia’s hunger for knowledge. She is agraduate of Baylor University. In Arizona, (1993), she grew into a leadership role with ValleyInterfaith Project as a grassroots leader, organizing public actions. Her involvement &amp;leadership led to the birth of the Arizona Coalition for Immigrant Rights, an effort to civicallyengage families in public discourse which ultimately culminated in the massive marches thatencouraged over 300,000 families to advocate for immigrant rights. This exposed Arizonanationally, and for the first time, our state was engaged in the conversation with nationalgroups regarding training, civic engagement, citizen workshops, voter registration, and get-out-the-vote efforts. Currently, Mrs. Hernandez serves on the Cartwright School District GoverningBoard #83 where she has served since 2003. In 2010, under her leadership, turned the Districtacademically around. Mrs. Hernandez is a former State Legislator for LD29 with over 30 years ofexperience in public service! EDUCATION! JOBS! HOUSING! HEALTH CARE! BETTER QUALITY OFLIFE FOR ALL!"
128,Sine Kerr,State Senator - District 25,Republican,Traditional Funding,View Info,https://votekerr.com,,,https://twitter.com/sinekerr,,,,"Thank you for allowing me the honor of serving as your State Senator. Arizona is again a national leader in job production and economic growth because of the great pro-growth environment we have built. I continue to vote as a conservative and I win awards from pro-family and pro-taxpayer groups because of it. I’ll always be pro-taxpayer, pro-family, pro-life, and pro-Constitution! The Kerr Family owns and operates a dairy farm in Buckeye and our 4th generation Arizona roots are deep in the soil. Among the issues I work on at the Legislature are education (promoting school choice and ending radical ideas like Critical Race Theory), water, public safety, and growing our economy with high-paying jobs. I’m grateful for everyone in both Maricopa and Yuma County who is working with me to protect our blessed state and country. Today, the left has become irrational and increasingly confrontational, so we must all remain steadfast to protect our nation’s foundational values and ideals. I ask for your vote so I can continue doing this important work and thank you for your prayers and support!"
129,Michael Carbone,State Representative - District 25,Republican,Traditional Funding,View Info,www.conservativesforcarbone.com,,https://www.facebook.com/profile.php?id=100079817160405,https://twitter.com/MichaelCarbone,,,,"I’m grateful for everyone who voted for me in the recent primary. I’ve been involved in trying to improve our community for years and I’m humbled to be given the opportunity to serve you now in the State Legislature. I’ll be working with Tim Dunn and Sine Kerr on issues ranging from jobs to water to education and more. I’ll defend the taxpayers, I’ll fight for election integrity, I’ll vote for school choice and educational excellence, and I’ll fight to end illegal immigration. Where Arizona can use its state sovereignty to oppose radical left-wing ideas coming from the Biden Administration, we should, and I’ll be a part of those efforts. We need to control government spending, fight inflation, ensure access to quality health care and more. There are a lot of important issues on the To Do List and I can’t wait to get started. THANK YOU in advance for your support!"
130,"Timothy ""Tim"" Dunn",State Representative - District 25,Republican,Traditional Funding,View Info,,,,,,,,Arizona is a great place to live.  Our economy has rebounded out of Covid in a very positive manner.  As a legislator I will continue to push for physical conservative principles.   We should continue to adequately fund those agencies that are crucial for the public good and education. Without raising taxes.  I support the additional funding we have provided to the national guard to interdict drugs coming across the border.  The water providers of the state have prepared for a drought like we are in currently.  As a legislator I will continue to advocate for new sources of water outside of the state to be brought in.  
131,Raquel Terán,State Senator - District 26,Democratic,Traditional Funding,View Info,https://raquelteran.com,,,,,,,"My name is Raquel A. Terán. I am a Democrat running to represent the residents of Legislative District 26 in the Arizona Senate. My family taught me that there comes a time when you have to put your values into action. In 2006, I saw anti-immigrant sentiment and legislation gaining momentum in Arizona. Because of my deep belief in equity, fairness, and family, I started organizing in our community and became a trusted community leader in the battles against SB1070 (the racial-profiling law), the fight against former Sheriff Joe Arpaio.I am asking for your vote to continue the fight to ensure every child can grow up in the best community possible and that those who have given their time and years of work to the district can enjoy the fruits of that work. That means fighting for quality, fully-funded neighborhood public schools, access to affordable healthcare for everyone, bringing good-paying jobs back to the district, and access to safe, affordable housing. You have my utmost commitment that I will show up every day ready to fight for our families."
132,Cesar Aguilar,State Representative - District 26,Democratic,Participating,View Info,https://www.aguilar4az.com,https://www.paypal.com/donate/?hosted_button_id=8GT2VPEEYS28L,https://www.instagram.com/aguilar4az/,https://twitter.com/Aguilar4AZ,https://www.linkedin.com/in/aguilar4az/,,"Cesar Aguilar was born and raised in Phoenix, Arizona. Cesar graduated from NAU with a Bachelors's in Political Science and after graduating, Cesar went off to work for the Arizona Democratic Party. Cesar today focuses his time running a nonprofit, the Arizona Students’ Association, where Cesar works on advocating for college accessibility and affordability. Cesar truly believes that education is the greatest equalizer and our communities are strengthened by working class Values.","Cesar Aguilar was born and raised in Phoenix, Arizona in a working-class family. Cesar graduated from Northern Arizona University with a bachelor's in Political Science and after graduating in 2016, Cesar went off to work for the Arizona Democratic Party. Cesar today focuses his time running a nonprofit, the Arizona Students’ Association, where Cesar works on advocating for college accessibility and affordability. Cesar truly believes that education is the greatest equalizer and our communities are strengthened by working-class values. Cesar has experience sitting on multiple governing boards and advocating for Latino children in K-12 and higher education. Cesar knows what it takes to advocate for working-class people and knows that education and opportunity go a long way.-Lifelong Member of the National Association of Latino Elected and Appointed Officials (NALEO)-Cochair of the Latinx Advisory Board for the Department of Education for Superintendent Kathy Hoffman-Hispanic-Native American Indian Caucus Vice President of the Arizona School Board Association-Aguila Youth Leadership Alumni-Former Balsz School Board Governing Board Vice President-Volunteer reviewing scholarship applications for Maricopa Community College.-Obama Foundation Fellow-Opportunities for Youth-Working Families Party Member"
133,Flavio Bravo,State Representative - District 26,Democratic,Traditional Funding,View Info,https://www.flaviobravo.com,https://secure.actblue.com/donate/bravo-for-arizona-1,https://www.facebook.com/FlavioBravoaz,https://twitter.com/FlavioGBravo,https://www.linkedin.com/in/flaviogbravo/,https://www.youtube.com/channel/UCxbXBb1liLXgdTBNG4gZLWw,"Flavio Bravo is a fifth-generation Arizonan, and was born and raised in West Phoenix. As a grandson of a US Veteran and a copper miner, and a nephew of a United Farm Worker organizer, he grew up with a deep admiration for the civil and labor rights movements and he is committed to building off the progress made by those before him. He currently serves as a Democratic precinct committee person in Granada and he previously served on the City of Phoenix’s North Mountain Village Planning Committee.","I am a fifth-generation Arizonan, born and raised in West Phoenix. I received a Master’s degree in Migration Studies from the University of San Francisco, and hold a Bachelor’s degree in Political Science from Loyola University Chicago. I am running for State Representative because I want every family in our community to truly thrive; where our children can pursue their educational goals, have great careers, and lead extraordinary lives.We are still overcoming the pandemic and the cost of living has skyrocketed. Our schools, which should be places where students, teachers, and parents are supported, have faced continuous uncertainty. Strong PreK-12 public schools, affordable housing, and access to healthcare are necessities. With a background in economic and immigration policy, I am committed to supporting small businesses, as well as ensuring dignity in all work. Each of my experiences as an educator, Congressional staffer, and in the nonprofit sector provide me with the skills to address our district’s most pressing needs while working for a more just, and livable future for Arizona, and generations to come. I invite you to visit my website FlavioBravo.com. It would be an honor to earn your vote and to serve you at the State Legislature."
134,Anthony Kern,State Senator - District 27,Republican,Traditional Funding,View Info,https://votekern.com,https://votekern.com/donate/,https://www.facebook.com/VoteKernAZ,https://twitter.com/anthonykernAZ,https://www.linkedin.com/in/anthony-kern-5489386b/,,"Anthony Kern and wife Jenny have four grown children and together they serve at a local church in Peoria. He is a business owner and served as a Reserve Deputy Marshal in Tombstone, Arizona. Anthony is a conservative and works diligently to promote election integrity, secure borders, second amendment, parent rights, and individual liberty. Anthony has held several leadership positions within the Arizona Republican Party and was honored to serve six years in the AZ House of Representatives. ","As a former legislator, I have a proven record of fighting inflation and the reckless government spending that powers it. I voted to decrease taxes while simultaneously increase K-12 funding and teacher pay by 20%. I support first responders, securing our southern border, election integrity and transparency measures, second amendment, low taxes, safe neighborhoods, and balanced budgets. We must work to secure our water resources for our future and our children's future. We can make government focus on its core responsibilities by saying NO to the special interests that come looking for taxpayer-funded handouts. My opponent supports radical ideas such as defunding the police, open borders, and ideas that will eliminate Arizona jobs and cost taxpayers billions. If you want to elect someone with a proven record of supporting law enforcement, K-12 funding, teachers, defending individual liberties and more, then please vote Anthony Kern for State Senate. I’ve been awarded the Liberty Award, Friend of the Family Award, and Hero of the Taxpayer Award and I never forget that I work exclusively for YOU! Please vote Anthony Kern for State Senate, Ben Toma and Kevin Payne for State House. On behalf of my wife and family, thank you!"
135,Brittani Barraza,State Senator - District 27,Democratic,Traditional Funding,View Info,,,,,,,,"Brittani has lived Phoenix her whole life and has seen how much it has changed. She has seen first hand how families are affected by the prison system, how many people don't have access to an affordable place to live and how lack of funding for public schools has left our children and teachers at a disadvantage. Brittani cares deeply about helping folks from all backgrounds and improving the lives of everyday Phoenicians.Brittani isn't a career politician, she is a working mom just like so many voters. Her top priorities are ensuring everyone has affordable housing, combatting food insecurity, funding public education and creating better access to healthcare including reproductive rights.  We deserve a voice in our State Senate and Brittani will fight hard for our district."
136,Ben Toma,State Representative - District 27,Republican,Traditional Funding,View Info,https://www.bentoma.com,https://secure.anedot.com/conservatives-for-toma/website,https://www.facebook.com/votebentoma,https://twitter.com/RepBenToma,https://www.linkedin.com/in/ben-toma-1b840a12/,,,"I’m a husband, father, small-business owner, and committed conservative. As the House Majority Leader I’ve worked with my seatmate Kevin Payne and passed reforms to make our elections more secure and transparent. I authored and led passage of the largest tax cut in state history, produced record tax revenues, increased K-12 classroom funding and teacher pay, voted to stop to Critical Race Theory (CRT) and other left-wing attempts to indoctrinate our kids, and have one of the strongest economies and job markets in the nation. I have a 100% pro-Constitution voting record and, as the father of five girls, am absolutely committed to protecting our 2nd Amendment rights. I’m running as a team with Anthony Kern and Kevin Payne because we need legislators who are committed to protecting taxpayers, limiting the size of government, battling inflation and high prices, improving our health care system, and protecting our liberties. This battle is not for the faint of heart, but you can count on us to work together to protect Arizona. We ask for your vote!"
137,Don Kissinger,State Representative - District 27,Democratic,Traditional Funding,View Info,,,,,,,,"I’m running as the Democratic candidate for District 27 Representative because I believe that rights and freedoms we have long taken for granted are under assault. I am a retired engineer, a 36 year Arizona resident, a father of 3 and grandfather of 4. I hope to provide District 27 voters a real choice in the November General Election. I am pro choice and will work to roll back the draconian restrictions on reproductive freedom enacted by the legislature. I am a supporter of our public schools and will work to ensure they are adequately funded and that teacher pay reflects their importance to our future. I oppose the education voucher expansion recently passed by the legislature. I firmly believe that Arizona elections have been and continue to be free and fair. I support the permanent early voting list and no excuse vote by mail. I will support changes that make voting easier. I will oppose any laws that make voting more difficult or that disenfranchise any lawful voters. I believe that climate change, the associated water shortages, and extreme heat are among the most important issues facing our state.  "
138,Kevin Payne,State Representative - District 27,Republican,Traditional Funding,View Info,https://www.electkevinpayne.com,,,https://twitter.com/kevinpayneld21,,,,"I’m a working Joe who ran for office to make government work better. I’m a conservative US Navy Veteran who promised to look out for you and, working with my fellow Representative Ben Toma, kept that promise. You elected us, we went to work, and we kept our promises by fighting for strong election integrity and transparency measures, secure borders (finish that wall ASAP), low taxes, safe neighborhoods, and more. We passed the largest tax cut in Arizona history, expanded school choice options for our kids, and more. As Chairman of the House Military Affairs and Public Safety Committee, I’ve led efforts to Back The Blue, support first responders, and look after our military bases and veterans. And my voting record is 100% pro-2A, pro-Constitution, pro-life, and pro-Arizona. We are running as a team with Anthony Kern for State Senate, who has a strong voting record of his own. Reject fringe candidates who want to turn our state into California, we deserve better!  Vote Kern, Toma and Payne and let’s keep Arizona growing and thriving! Thank you!"
139,David Sandoval,State Senator - District 28,Democratic,Traditional Funding,View Info,https://sandoval4senate.com,,,,,,,"I am a local business owner and current President of the Peoria Unified School Districtgoverning board with a rich history in the City of Peoria and the northwest valley. My mom andher siblings graduating from Peoria High School in the early 1930s. My Aunt Toni Lebario wasthe first Hispanic-woman business owner in Peoria, my wife is a Cactus High School grad, andour two children are products of Parkridge Elementary and Sunrise Mountain High School. Asyou can see the City of Peoria and the northwest valley hold a special place in my heart.As a son of parents who understood people and prioritized service to others, and of a WWIIArmy veteran who exemplified hard work and putting others before yourself. I am grateful forthe lessons taught by my mom and dad and their instilling in me my faith, and the values ofleading with others in mind with compassion and empathy and choosing courage over comfort.I am an engaged leader who prioritizes the voice of everyone to safeguard a life of fulfillment. Iwill continue to listen first and appropriate our dollars and resources into the areas that matterto you most."
140,Frank Carroll,State Senator - District 28,Republican,Traditional Funding,View Info,https://myvotecarroll.com,,,,,,,"I’ve worked hard on the issues you tell me matter most – Election Integrity, Ending Illegal Immigration, Public Safety, Improving Transportation, Jobs, Quality Schools and School Choice, Water, and Protecting Our Constitutional Rights.  As your State Senator I’ll continue to produce real results for you.  I’m running with David Livingston and Beverly Pingerelli because, like me, they are award-winning Champions of the Taxpayer and Families and we share common conservative values. I spent my career in the automotive industry, on the mechanical and technological side, so my heart is with the working men and women of this country who want their government to do its job and to otherwise leave them alone to live in peace. I’m a member of the NRA, AZCDL, and Arizona State Rifle &amp; Pistol Association, and I also work with Americans for Prosperity. I’m grateful for the endorsements and support I’ve received from so many of you all over our district and won’t ever forget what it means to be a public servant. I’d be honored to once again earn your vote and hope you will support our team. Thank you."
141,Beverly Pingerelli,State Representative - District 28,Republican,Traditional Funding,View Info,https://beverlypingerelli.org,https://www.paypal.com/donate?token=S9rXcWduN-A0Vhk6kIls1FO_q04Vj_98q-XscARdCVkIEeYbFLI4JoWEZfbS0w50,https://www.facebook.com/BeverlyForAZHouse,https://twitter.com/BevPingerelli,https://www.facebook.com/BeverlyForAZHouse,,"B.S. in Biological Sciences from Wayne State University hold an American Society for Clinical Pathology Cytogenetics Certification, CG(ASCP)CM for Laboratory Personnel. My husband Peter and I have been married for 34 years and have two grown daughters. I currently work full-time at Grand Canyon University as a Science Program Coordinator.  I've also worked full-time (and presently work part-time) as a cytogenetics technologist at St. Joseph's Hospital's Molecular Medicine Laboratory.","I believe problems are best solved by applying the principles of limited government and I know solutions must respect our Constitutionally guaranteed rights. As your Representative, these principles have guided my votes. In just my first term, I’ve won awards for my voting record -- improving accountability in educational spending and academic standards, promoting school choice and parental rights, defending the sanctity of life, vigorously fighting against governmental overreach and mandates, and strengthening the Second Amendment and religious freedoms guaranteed by our Constitution.  I will continue to fight for secure elections, strong borders, water, quality schools, and full restoration of our medical and individual liberties.  You get TWO votes for State Representative -- please cast them for BOTH me and David Livingston.  We’re running as a team with Frank Carroll, who is running for the State Senate.  They share my passion and values and we have been an effective team at the State Capitol.  I’ve been married 34 years, and my husband and I are blessed with two beautiful daughters. Arizona is our home, and we will continue the work of making it the best state in the country. I’d appreciate your vote. Thank you!"
142,David Livingston,State Representative - District 28,Republican,Traditional Funding,View Info,https://davidlivingston.vote,,,,,,,"When I ran for office, I promised to put taxpayers and families first, and I’ve done exactly that. I have a 100% voting record FOR secure elections, a strong border (including a border wall), and an end to illegal immigration. I have a 100% pro-life and pro-2nd Amendment record. I’ve earned the “Friend of the Family” and the “Hero of the Taxpayer” awards and have led on education funding and teacher pay increases. The Wuhan virus knocked our economy down but today Arizona is the fastest recovered state in the country thanks to our low tax and regulatory burden, and a pro-growth environment that keeps government out of the way and lets the free market do its thing. I have opposed special interests, voted NO on bad bills, and was recently the target of almost $100,000 of dishonest negative attacks from groups that were mad at me because I wouldn’t vote how they tried to tell me to vote. Well I don’t work for them, I work for YOU! I’m running as a team with Beverly Pingerelli and Frank Carroll and we will continue working hard on issues that matter, including water, public safety, health care and more! Thank you!"
143,Stephanie Holbrook,State Representative - District 28,Democratic,Traditional Funding,View Info,https://stephanieholbrook.com,,,,,,,"I am a wife, mother, small business owner, endurance athlete, and veteran. I am running as the Democratic candidate for Arizona State House of Representatives in Legislative District 28. A bit about me. I have family roots here in Arizona. As a child, my grandmother came to the state in a covered wagon in 1907 before Arizona was a state. Her family homesteaded outside of Pearce, Arizona. My uncle still lives on the ranch.I left Arizona in high school but returned in 1998. I love it here. I want it to continue to be a welcoming state with freedom and opportunities for everyone.I believe our citizens want the same things. The kitchen table issues:Quality education - an excellent public school systemHealth and wellbeing - access to quality and affordable healthcareGood paying jobs and opportunityEnvironmental practices for a sustainable future including water security.Voting rights and participation in civic engagementAn equitable and just system where all citizens are treated fairlyI look forward to the opportunity to represent the citizens of Arizona’s Legislative District 28."
144,David Raymer,State Senator - District 29,Democratic,Traditional Funding,View Info,,,,,,,,"I am a doctor of chiropractic, living and working in Arizona for eight years already. I previously worked as a substitute teacher (Havasu SD), legal assistant, and technical support for military subcontracting companies. My family moved to Maricopa county in 2015, first living in South Scottsdale for one year, then relocating to Surprise/El Mirage. My goal is to represent the democratic party in legislative district number 29 this November. I would like to return civility and professionality to our government process in the state, which will benefit all residents. I have time to serve, as I am now semi-retired."
